,Gebiedscode,Rivier,Coordinaten,Lat,Lon,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,,Totaal,Items/km,granulaat_korrels
78,M(105a)L-NBNL,Maas,#REF!,51.8155,5.5385,1,20180223,54,418,0,1,1,1,7,1,0,8,1,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,25,30,17,29,3,0,5,,,1,,9,,,3,,0,1,,0,,1,0,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,0,10,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,,0,,,0,0,0,0,,1,0,0,0,0,,178,1780,5
79,M(100a)L-NBNL,Maas,#REF!,51.7928,5.6654,1,20180504,124,488,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,22,0,0,2,,,2,,0,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,48,480,15
80,M(099a)R-GENL,Maas,#REF!,51.7937,5.6686,1,20180310,69,433,0,10,1,0,0,2,1,52,2,0,0,0,0,30,0,3,1,0,0,0,5,5,2,0,1,1,0,0,0,61,22,88,60,19,0,20,,,0,,40,,,6,,3,2,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,4,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,2,0,1,,0,,,0,1,0,0,,0,0,0,0,0,,453,4530,0
81,M(097a)R-GENL,Maas,#REF!,51.7763,5.71,1,20180312,71,435,0,0,1,3,1,2,0,3,2,0,1,0,0,127,5,6,9,2,2,1,8,2,0,34,1,3,0,2,0,120,40,1125,208,8,0,47,,,0,,27,,,14,,2,3,,1,,4,0,,,,,,1,0,0,0,0,0,0,0,0,2,4,0,0,0,2,,1,0,0,0,1,1,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,,0,,,0,0,0,0,,2,5,3,1,1,,1847,18470,5
82,M(090a)L-NBNL,Maas,#REF!,51.7573,5.8607,1,20180425,115,479,0,8,9,1,1,4,0,28,2,0,1,0,0,30,5,3,4,1,0,0,2,2,1,0,0,1,0,0,0,21,27,31,40,12,0,44,,,0,,31,,,4,,0,0,,0,,0,0,,,,,,1,0,0,0,1,0,0,0,1,0,1,0,0,5,0,,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,7,,,1,0,0,0,,0,0,1,0,1,,338,3380,62
83,M(087a)L-NBNL,Maas,#REF!,51.7527,5.8735,1,20180216,47,411,0,0,0,2,1,4,1,0,0,0,0,0,0,8,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,4,3,19,3,1,0,1,,,0,,20,,,4,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,,,0,0,0,0,,0,0,0,0,1,,90,900,5
84,M(086a)R-LINL,Maas,#REF!,51.7468,5.8816,1,20180313,72,436,0,0,1,2,5,6,0,2,1,0,0,0,0,38,4,6,3,0,0,0,0,0,1,0,0,1,0,0,0,33,31,19,27,45,0,9,,,0,,35,,,7,,0,0,,0,,0,0,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,0,,,0,1,0,0,,0,1,0,0,1,,287,2870,0
85,M(085a)L-LINL,Maas,#REF!,51.7461,5.8791,1,20180220,51,415,0,5,3,3,7,11,0,39,3,0,0,0,0,0,0,1,8,5,0,0,0,3,0,0,1,0,0,1,0,18,30,61,259,0,0,4,,,0,,1,,,2,,0,2,,0,,0,0,,,,,,0,0,1,0,0,0,6,0,0,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,,5,,,1,4,0,0,,0,0,0,0,0,,503,5030,19
86,M(084a)L-NBNL,Maas,#REF!,51.7379,5.8827,1,20180224,55,419,0,3,5,0,1,5,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,41,7,0,222,0,0,19,,,1,,48,,,6,,0,0,,0,,0,0,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,5,1,,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,5,,,0,0,1,0,,0,0,0,0,1,,426,4260,8
87,M(083a)L-NBNL,Maas,#REF!,51.7221,5.8906,1,20180218,49,413,0,6,0,1,3,18,9,50,3,0,0,0,0,0,0,24,12,0,1,0,11,5,2,0,2,0,0,1,0,210,148,176,44,2,0,62,,,1,,225,,,20,,0,8,,0,,0,0,,,,,,3,0,5,0,0,2,2,0,0,0,0,0,2,0,0,,1,0,0,0,28,20,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,,45,,,0,4,2,0,,1,4,0,1,2,,1177,11770,38
88,M(082b)L-REFE,Maas,#REF!,51.7184,5.9242,1,20180309,68,432,0,2,4,4,2,3,2,32,6,0,1,0,0,21,1,1,4,0,0,0,1,5,1,0,1,0,0,1,1,18,64,23,48,0,0,34,,,2,,66,,,12,,0,3,,0,,2,0,,,,,,3,1,0,2,0,1,1,0,0,2,24,0,0,0,10,,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,28,,24,,,0,6,1,3,,1,0,0,0,2,,483,4830,1
89,M(080a)R-LINL,Maas,#REF!,51.7172,5.9347,1,20180223,54,418,0,0,1,5,3,0,0,10,3,0,0,0,1,104,2,5,6,0,0,0,2,0,0,0,2,0,0,2,0,33,36,33,27,3,0,18,,,0,,31,,,0,,0,0,,1,,0,0,,,,,,1,0,2,0,0,2,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,3,,4,,,0,0,2,0,,0,0,0,1,0,,359,3590,14
90,M(079a)R-LINL,Maas,#REF!,51.7128,5.9513,1,20180329,88,452,0,1,0,8,16,0,0,5,0,0,1,0,0,10,3,0,3,1,0,0,0,5,0,1,0,0,0,0,0,21,26,28,22,0,0,32,,,0,,0,,,3,,0,0,,0,,0,0,,,,,,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,,4,,,0,0,0,0,,0,0,0,0,0,,211,2110,4
91,M(077a)R-NBNL,Maas,#REF!,51.6983,5.9581,1,20180321,80,444,0,0,0,0,0,1,1,2,0,0,0,0,0,20,0,4,1,0,0,0,10,0,4,0,0,1,0,0,0,13,3,35,51,3,0,9,,,1,,34,,,3,,2,1,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,7,,0,,,0,0,0,0,,0,1,0,0,0,,217,2170,0
92,M(075a)R-LINL,Maas,#REF!,51.6582,5.9646,1,20180316,75,439,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,30,6,1,0,0,0,0,0,0,1,6,5,10,0,0,4,,,3,,2,,,2,,0,1,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,2,0,0,,0,1,0,0,0,,85,850,0
93,M(074a)R-LINL,Maas,#REF!,51.648,5.971,1,20180224,55,419,0,0,5,5,3,5,0,10,0,0,0,0,0,14,0,1,5,1,0,1,3,14,0,0,0,6,0,0,0,6,9,91,123,8,0,3,,,12,,41,,,2,,0,0,,0,,1,0,,,,,,0,0,2,1,0,0,11,0,0,2,0,0,0,3,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,0,2,0,0,,0,1,0,0,0,,395,3950,0
94,M(073a)L-NBNL,Maas,#REF!,51.6475,5.9679,1,20180226,57,421,0,0,1,0,0,2,0,1,0,0,0,0,0,57,3,3,2,0,0,0,5,1,0,0,0,0,0,0,0,81,36,39,40,0,0,6,,,2,,19,,,0,,0,0,,1,,0,0,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,0,0,0,,0,2,0,0,1,,312,3120,4
95,M(072b)L-NBNL,Maas,#REF!,51.6325,6.0006,1,20180310,69,433,0,1,5,4,1,1,4,8,2,0,0,0,0,38,3,4,2,0,0,0,1,1,1,0,0,2,0,0,1,22,22,37,27,4,0,21,,,10,,12,,,6,,2,0,,0,,0,0,,,,,,0,0,3,0,0,0,2,0,1,0,0,0,0,1,0,,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,1,,,0,0,0,0,,0,0,1,0,4,,269,2690,12
96,M(071a)R-LINL,Maas,#REF!,51.6296,6.0096,1,20180306,65,429,0,0,0,5,0,0,0,5,0,0,0,0,0,60,5,5,15,0,0,0,1,2,0,0,0,0,0,0,2,35,10,60,18,2,0,5,,,1,,10,,,6,,2,1,,0,,0,0,,,,,,0,0,2,1,0,2,0,0,2,0,0,2,0,0,2,,0,0,0,0,0,1,10,0,5,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,,0,,,0,0,0,0,,1,0,0,0,0,,285,2850,20
97,M(068a)L-LINL,Maas,#REF!,51.5456,6.0756,1,20180221,52,416,0,0,14,1,9,8,6,11,3,0,1,0,0,78,12,9,16,0,0,0,1,17,1,3,17,10,1,3,1,109,78,223,220,31,0,39,,,2,,55,,,5,,2,1,,0,,1,0,,,,,,1,1,2,1,1,0,0,0,3,2,8,2,1,0,3,,0,0,0,1,0,0,2,0,22,1,13,7,0,0,0,0,0,3,0,6,0,7,0,3,,4,,,1,3,0,3,,1,0,0,0,3,,1093,10930,83
98,M(067a)L-LINL,Maas,#REF!,51.5469,6.1034,1,20180322,81,445,0,0,0,3,7,0,0,2,0,0,0,0,0,9,0,1,5,5,0,1,0,7,0,0,0,0,0,0,0,8,55,4,105,0,0,10,,,0,,80,,,1,,0,0,,0,,1,0,,,,,,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,,0,0,0,0,5,1,5,0,5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,,7,,,0,0,0,0,,0,0,0,0,0,,338,3380,3
99,M(066a)R-LINL,Maas,#REF!,51.5494,6.1038,1,20180306,65,429,0,0,0,3,5,1,0,8,0,0,0,0,0,35,2,2,10,0,0,0,0,6,0,0,2,0,0,0,0,2,148,10,175,3,0,73,,,5,,122,,,8,,1,0,,0,,2,0,,,,,,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,,0,0,0,0,5,6,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,,17,,,0,1,0,0,,1,1,0,2,0,,673,6730,2
100,M(063a)R-LINL,Maas,#REF!,51.4862,6.1658,1,20180224,55,419,0,1,8,1,0,12,1,13,1,0,0,0,0,15,2,1,4,1,0,0,1,1,1,0,0,2,0,0,0,15,22,136,239,8,0,2,,,3,,91,,,3,,0,0,,0,,0,0,,,,,,1,0,1,0,0,0,1,0,0,8,0,0,0,1,2,,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,,,0,3,0,2,,0,3,0,0,0,,619,6190,48
101,M(062a)L-LINL,Maas,#REF!,51.4867,6.169,1,20180225,56,420,0,1,3,0,0,3,0,10,0,0,0,0,0,15,0,2,7,0,0,0,0,7,0,0,0,1,0,0,0,13,26,145,133,12,0,9,,,0,,28,,,3,,1,0,,0,,0,0,,,,,,1,0,2,0,0,0,4,0,2,0,0,0,0,1,0,,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,0,4,0,1,,0,6,0,0,0,,446,4460,5
102,M(061a)R-LINL,Maas,#REF!,51.4686,6.1804,1,20180316,75,439,0,2,1,0,21,6,2,7,0,0,0,0,0,39,2,2,13,3,0,0,11,0,0,2,0,0,0,0,0,2,2,31,36,3,0,6,,,2,,2,,,1,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,13,,,0,0,0,0,,0,0,0,0,0,,224,2240,53
103,M(060a)L-LINL,Maas,#REF!,51.4691,6.1774,1,20180224,55,419,0,4,1,4,8,2,3,24,0,0,0,0,0,21,1,3,11,1,0,0,0,1,0,0,2,6,0,0,0,7,8,15,29,7,0,2,,,1,,85,,,3,,0,1,,0,,1,0,,,,,,0,0,2,3,0,1,0,0,0,0,0,0,0,1,1,,1,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,,3,,,0,1,0,0,,0,0,0,0,1,,275,2750,6
104,M(059a)L-LINL,Maas,#REF!,51.4251,6.1561,1,20180213,44,408,2,2,2,1,0,11,2,22,3,0,0,0,0,14,1,4,2,0,0,0,2,1,0,0,0,0,0,0,1,10,17,66,205,4,0,11,,,8,,78,,,1,,0,1,,0,,1,0,,,,,,0,0,3,0,0,1,1,0,1,1,1,0,0,1,2,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,,0,1,0,0,,0,1,0,0,1,,495,4950,23
105,M(057a)L-LINL,Maas,#REF!,51.3565,6.1435,1,20180223,54,418,0,0,1,0,9,3,1,4,1,0,0,0,1,26,3,2,8,1,0,1,4,0,2,0,0,1,0,0,0,23,108,93,336,1,0,2,,,15,,121,,,1,,1,3,,0,,0,0,,,,,,0,0,4,0,0,2,1,0,0,3,1,0,0,6,0,,0,0,0,0,1,0,2,0,21,0,1,2,0,0,1,0,1,1,0,0,0,1,0,3,,0,,,0,1,0,0,,0,0,0,0,0,,824,8240,1
106,M(054a)R-LINL,Maas,#REF!,51.3066,6.1015,1,20180224,55,419,0,0,2,3,11,0,0,10,3,0,0,0,0,35,1,4,9,0,0,0,0,0,0,0,0,0,0,1,2,26,17,43,17,11,0,31,,,0,,8,,,7,,0,0,,0,,2,0,,,,,,0,0,1,0,0,2,1,0,0,0,0,0,0,12,0,,0,0,0,0,1,1,7,0,6,1,0,5,0,0,0,0,0,0,0,2,0,2,0,1,,7,,,0,0,1,0,,1,0,3,0,0,,297,2970,0
107,M(052a)R-LINL,Maas,#REF!,51.2873,6.0521,1,20180222,53,417,0,0,0,4,7,4,1,4,2,0,0,0,0,47,2,6,16,1,0,0,1,1,0,0,0,1,0,0,0,23,25,50,37,67,0,19,,,1,,29,,,6,,0,5,,0,,2,0,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,,1,,,0,0,0,0,,0,0,2,0,0,,386,3860,17
108,M(049a)R-LINL,Maas,#REF!,51.2531,6.0099,1,20180220,51,415,0,0,3,2,6,2,0,12,0,0,0,0,0,25,2,0,9,0,0,0,0,0,1,0,2,0,0,1,0,9,27,7,97,4,0,23,,,1,,54,,,3,,0,1,,0,,2,0,,,,,,1,0,4,0,0,1,0,0,0,0,2,0,0,0,0,,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,,0,0,0,0,,2,0,0,0,1,,320,3200,18
109,M(048a)L-LINL,Maas,#REF!,51.2301,5.9947,1,20180322,81,445,0,0,0,3,8,0,0,13,0,0,0,0,2,47,3,2,8,2,0,0,1,4,2,0,1,0,0,0,0,46,56,43,61,1,0,49,,,1,,10,,,8,,0,0,,0,,0,0,,,,,,1,0,3,1,0,1,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,3,0,11,1,1,11,0,3,1,0,0,2,0,1,0,6,1,10,,9,,,0,1,0,0,,0,23,1,0,3,,468,4680,0
110,M(045a)R-LINL,Maas,#REF!,51.2146,5.9837,1,20180310,69,433,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,2,7,1,0,0,0,1,0,0,0,0,0,0,0,108,66,61,71,13,0,110,,,0,,71,,,6,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,,0,4,2,0,,0,0,1,0,0,,626,6260,157
111,M(044a)R-LINL,Maas,#REF!,51.1875,5.9714,1,20180503,123,487,0,0,0,10,0,1,0,0,0,0,0,0,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,4,4,0,31,,,5,,15,,,0,,0,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,,1,,,1,0,0,0,,0,0,0,0,0,,136,1360,18
112,M(043a)R-LINL,Maas,#REF!,51.1938,5.9777,1,20180222,53,417,0,1,3,1,2,1,0,5,3,0,0,0,0,46,2,4,1,1,0,0,0,0,1,0,0,7,0,0,0,43,40,0,22,1,0,35,,,0,,33,,,5,,0,1,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,,13,,,0,0,0,0,,0,0,0,0,0,,281,2810,0
113,M(042a)R-LINL,Maas,#REF!,51.1893,5.9416,1,20180223,54,418,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18,21,0,1,0,0,,,0,,0,,,0,,0,0,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,11,0,1,0,0,2,1,,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,0,0,0,0,,0,0,0,0,0,,73,730,0
114,M(041a)L-LINL,Maas,#REF!,51.188,5.9321,1,20180305,64,428,1,114,239,34,44,78,6,280,16,0,5,4,2,330,43,48,86,10,2,0,2,36,40,6,20,4,0,20,3,1580,600,880,1118,298,0,942,,,14,,1068,,,104,,2,42,,2,,24,0,,,,,,4,0,0,2,2,2,38,0,4,16,8,0,0,14,2,,4,0,0,2,40,18,34,0,13,0,10,12,0,0,4,0,2,6,0,3,0,35,3,0,,288,,,3,62,0,28,,8,28,6,6,38,,8892,88920,712
115,M(039a)R-LINL,Maas,#REF!,51.1622,5.9527,1,20180324,83,447,0,0,0,4,3,3,0,11,0,0,0,0,0,21,7,2,11,0,0,0,1,0,1,0,0,0,0,0,0,9,1,35,31,1,0,17,,,6,,27,,,7,,0,0,,0,,3,0,,,,,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,2,0,2,,4,0,1,1,0,,221,2210,12
116,M(038a)R-LINL,Maas,#REF!,51.1625,5.9363,1,20180224,55,419,0,2,1,3,4,11,0,13,6,0,0,0,1,33,4,5,12,1,0,0,0,3,0,0,0,1,0,0,0,86,54,125,210,6,0,93,,,8,,85,,,9,,0,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,27,,,0,2,0,3,,0,0,4,1,0,,820,8200,82
117,M(037a)R-LINL,Maas,#REF!,51.1469,5.8794,1,20180222,53,417,0,2,5,4,7,0,2,2,1,0,0,0,0,8,7,0,3,0,0,0,0,3,2,0,0,0,0,0,0,6,7,13,6,11,0,30,,,1,,7,,,3,,0,0,,0,,1,0,,,,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,0,0,3,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,,9,,,0,0,0,0,,0,2,1,0,1,,166,1660,29
118,M(036a)R-LINL,Maas,#REF!,51.1307,5.8417,1,20180219,50,414,1,77,70,0,12,7,1,17,2,0,0,0,0,15,3,4,6,2,0,0,1,3,4,0,2,4,0,0,0,36,25,143,268,13,0,160,,,1,,78,,,3,,0,8,,0,,2,0,,,,,,0,0,3,1,0,0,5,0,0,1,0,0,0,0,2,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,11,,,1,83,0,0,,1,4,0,0,4,,1090,10900,596
119,M(034a)R-LINL,Maas,#REF!,51.1085,5.8209,1,20180310,69,433,1,23,25,11,9,31,7,78,1,1,1,0,5,98,1,16,34,13,0,0,1,12,1,0,8,20,0,0,1,66,68,79,411,28,0,25,,,32,,154,,,35,,5,18,,0,,1,0,,,,,,3,0,0,1,0,6,16,0,0,2,3,0,0,1,0,,0,0,0,0,0,0,5,0,2,7,0,0,0,0,3,0,0,0,0,1,0,1,0,2,,19,,,0,37,1,0,,2,0,0,1,0,,1433,14330,386
120,M(033a)R-LINL,Maas,#REF!,51.0848,5.8018,1,20180126,26,390,0,0,0,9,25,0,1,38,4,0,0,0,0,62,7,16,3,0,0,0,2,4,2,0,0,0,0,0,0,96,63,95,25,2,0,122,,,1,,21,,,8,,0,0,,0,,7,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,,63,,,1,8,0,4,,1,0,0,0,2,,701,7010,2
121,M(032a)R-LINL,Maas,#REF!,51.0669,5.7999,1,20180222,53,417,0,0,0,0,0,0,0,7,1,0,0,0,0,11,2,7,0,0,0,0,1,2,0,0,0,3,0,0,0,65,20,212,78,1,0,20,,,0,,12,,,1,,0,0,,0,,1,0,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,14,,,2,12,0,2,,0,0,0,0,1,,483,4830,262
122,M(028a)L-LIBE,Maas,#REF!,51.0463,5.7669,1,20180213,44,408,0,0,3,4,4,10,1,19,0,0,0,0,0,101,3,5,3,1,1,0,0,1,0,0,0,0,0,1,0,47,61,0,0,275,0,16,,,0,,18,,,4,,0,0,,0,,2,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,2,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,19,,,1,4,0,4,,0,1,1,1,5,,626,6260,450
123,M(027a)L-LIBE,Maas,#REF!,51.0303,5.7589,1,20180415,105,469,0,0,25,20,10,0,0,25,0,0,5,0,0,40,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,125,65,620,250,70,0,55,,,0,,70,,,10,,0,0,,0,,5,0,,,,,,0,0,15,0,0,0,40,0,0,0,0,0,0,5,0,,0,0,0,0,55,30,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,25,0,5,,0,5,0,0,20,,1645,16450,250
124,M(026a)R-LINL,Maas,#REF!,51.0296,5.7658,1,20180223,54,418,1,0,1,1,4,4,0,25,1,0,0,0,0,30,1,1,1,2,1,0,1,3,0,0,4,2,0,0,1,92,44,90,153,4,0,27,,,1,,62,,,7,,0,3,,0,,1,0,,,,,,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,,0,20,0,0,,2,16,1,0,8,,637,6370,283
125,M(025a)L-LIBE,Maas,#REF!,51.023,5.772,1,20180310,69,433,0,1,1,4,4,0,0,35,0,0,0,0,0,6,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,50,50,250,250,3,0,1,,,0,,3,,,1,,0,0,,0,,0,0,,,,,,0,0,1,2,1,1,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,1,0,1,0,,0,0,0,0,1,,701,7010,0
